Afghan,Afghanistan
"USA, Califirnia, Cupertino",United States
"USA, California",United States
"USA, Chicago",United States
"USA, Colorado",United States
"USA, Colorado/Denver",United States
"USA, Detroit",United States
"USA, Earth",United States
"USA, East Coast",United States
"USA, FL.",United States
"USA, Florida",United States
"USA, Idaho",United States
"USA, Illinois",United States
"USA, Iowa",United States
"USA, Iowa, ---",United States
"USA, KS",United States
"USA, KY",United States
"USA, Massachusetts",United States
"USA, Michigan",United States
"USA, Milky Way",United States
"USA, Minnesota",United States
"USA, NC",United States
"USA, NORTH AMERICA",United States
"USA, NY",United States
"USA, New Jersey",United States
"USA, New York",United States
"USA, Ohio",United States
"USA, Oklahoma",United States
"USA, Pennsylvania",United States
"USA, TN",United States
"USA, United States of Anime",United States
"USA, Virginia",United States
"USA, WI",United States
"USA, Washington",United States
"USA, not telling you anymore details",United States
"USA, oregon",United States
"USA,Colorado",United States
"USA,FL",United States
"USA,Illinoi",United States
"USA,Michigan",United States
"USA,New Jersey",United States
"USA,Ohio",United States
USA- Maryland - North Potomac,United States
USA- South/central,United States
USA-East Coast,United States
USA.,United States
USA/GA,United States
USA: East Coast,United States
USA: Georgia: Atlanta,United States
"USAFA, Colorado",United States
UT,United States
Ub3r L337 City,United States
"Ukiah,California",United States
Ultima Thule,United States
"Ulysses, KS",United States
"Um, La La Land!(JK Florida!^ ^)",United States
"Umatilla, Flordia",United States
Unadilla Georgia,United States
"Uncertain, Texas",United States
"Under Your Bed, California",United States
"Under Your Bed, New York",United States
"Under the Sun, So Cal",United States
"Under the sakura, Ohio",United States
"Under your bed, California",United States
Under your bed. [NY],United States
"Underground o_o - Milwaukee,Wisconsin",United States
"Underland, USA",United States
Unfortunately NJ,United States
"Unfortunately, Malibu",United States
"Union City, CA",United States
"Union City, California",United States
"Union, New Jersey",United States
"Union,Ky",United States
"Uniondale, New York",United States
Uniontown PA,United States
"Uniontown, Pennsylvania",United States
Unit States,United States
United Sates,United States
United Sates of America/Massachusetts,United States
"United Sates, Georgia",United States
United State,United States
United States,United States
United States #796,United States
United States (CST/GMT-5),United States
United States (I'm An American Psycho),United States
United States - Michigan,United States
United States New Jersery,United States
United States Of America,United States
United States Of Anime,United States
United States Of Japan,United States
United States Pennsylvania,United States
United States [EST],United States
United States of 'Murica,United States
United States of Alfred F. Jones,United States
United States of America,United States
United States of Anime,United States
United States of Nippon,United States
United States of Not Japan,United States
United States of USApyon,United States
United States of america,United States
United States!,United States
United States!! Duh!! lol,United States
"United States, America",United States
"United States, California",United States
"United States, Colorado",United States
"United States, Columbus",United States
"United States, Connecticut",United States
"United States, EST",United States
"United States, Earth",United States
"United States, East Coast, State of the Blue Crab",United States
"United States, Florida",United States
"United States, Georgia",United States
"United States, Indiana",United States
"United States, Iowa",United States
"United States, Kansas, Olathe",United States
"United States, Kentucky",United States
"United States, MA",United States
"United States, Maryland",United States
"United States, Massachusetts",United States
"United States, Michigan",United States
"United States, Midwest",United States
"United States, Minnesota",United States
"United States, Mississippi",United States
"United States, Missouri",United States
"United States, NC",United States
"United States, NJ",United States
"United States, New York",United States
"United States, North Carolina",United States
"United States, Northeast Region",United States
"United States, Ohio",United States
"United States, Pennsylvania",United States
"United States, TX",United States
"United States, Texas",United States
"United States, Virginia",United States
"United States, Wisconsin",United States
"United States,Alabama",United States
"United States,Georgia",United States
"United States,New Mexico",United States
"United States,New York",United States
"United States,Ohio",United States
United States.,United States
United States/ idaho/ boise,United States
United Vietnam,United States
United state of America,United States
United states,United States
United states -.-,United States
"United states, Florida, Tallahassee",United States
"United states, Georgia",United States
"United states, ohio",United States
Unites States,United States
Unity Village,United States
University Of Virginia,United States
"University Park, Pennsylvania",United States
University of Kentucky,United States
University of Pittsburgh,United States
"Upland, California",United States
"Upland, Indiana",United States
"Upland,California",United States
"Upper Arlington, Ohio",United States
"Upper Marlboro, MD",United States
Upper Michigan,United States
"Upper Sandusky, Ohio",United States
"Upper marlboro, Maryland",United States
Upstate NY,United States
Upstate New York,United States
"Upstate, NY",United States
"Upstate, New York",United States
"Upstate, SC",United States
"Uptown, New Orlean",United States
"Urbana, IL",United States
"Urbana, Illinois",United States
"Urbana, Illinois, USA",United States
Urbana-Champaign,United States
"Urbandale, Iowa",United States
Usa,United States
"Usa, Ohio",United States
Utah,United States
"Utah, America",United States
"Utah, Massachusetts",United States
"Utah, Pleasant Grove",United States
"Utah, US",United States
"Utah, USA",United States
"Utah, United States",United States
"Utah,USA",United States
Utah....what corner of the world would that be?,United States
"Utica, NY",United States
"Utica, New York",United States
U・S・A,United States
V.A.,United States
VA,United States
"VA , Washington DC",United States
"VA, U.S.A",United States
"VA, US",United States
"VA, USA",United States
"VA, United States",United States
VT,United States
Va,United States
Vacaville California,United States
"Vacaville, CA",United States
"Vacaville, California",United States
"Valdez, Alaska",United States
Valdosta,United States
"Valencia, CA",United States
"Valencia, California",United States
"Vallejo, CA",United States
"Vallejo, California",United States
"Vallejo, California, USA, Earth",United States
"Vallejo,California",United States
"Valley Center, California",United States
Valley Cottage,United States
"Valley Stream, New York",United States
Valley of California,United States
Valley of the Dolls ♡,United States
Valley of the Gods,United States
Valley of the Sun,United States
Valley of wind,United States
"Valley, Alabama",United States
"Valley, NY",United States
Valleyjoe California,United States
"Valparaiso, IN",United States
"Valparaiso, Indiana",United States
"Valrico, FL",United States
Valve-Headquarters,United States
"Van Buren, Arkansas",United States
"Van Dyne, Wisconsin",United States
Van Nuys,United States
"Van Nuys, California",United States
"Van Wert, Ohio",United States
"Van nuys, California",United States
"VanBuren, Arkansas",United States
"Vance AFB, Oklahoma",United States
"Vanceboro, NC",United States
Vancouver WA,United States
"Vancouver, WA",United States
"Vancouver, Washignton",United States
"Vancouver, Washingto",United States
"Vancouver, Washington",United States
"Vancouver, Washington486",United States
"Vancover,WA",United States
"Vander, NC",United States
Vegas,United States
"Vegas, Bay-b",United States
"Vegas, Ni🅱🅱a",United States
"Vegas, baby.",United States
Vegas.,United States
Velaris,United States
"Venice, Florida",United States
"Ventnor City,New Jersey",United States
"Ventura County, California",United States
"Ventura, CA",United States
"Ventura, Californa",United States
"Ventura, California",United States
Venus,United States
"Verdigris, Oklahoma",United States
"Vergennes, Vermont",United States
"Vermilion, Ohio",United States
Vermont,United States
"Vermont, USA",United States
"Vernal, Utah",United States
"Vernon Hills, Illinois",United States
"Vernon, Connecticut",United States
"Vernon, Connecticut   USA",United States
"Vernon, New Jersey",United States
"Vero Beach, Florida",United States
"Verona, New Jersey",United States
"Vestal, New York",United States
"Victor, NY",United States
"Victoria, Texas",United States
"Victorville, CA",United States
"Victorville, California",United States
"Vidor, Texas",United States
"Vidor,Texas",United States
"Viera, Florida",United States
"Villa Park, Illinois",United States
"Vine Grove, Kentucky",United States
Vineland New Jersey,United States
"Vineland, NJ",United States
"Vineland, New Jersey",United States
